"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"488","Sat, Mar 12, 2016","7:30p","Memphis Grizzlies","83","Atlanta Hawks","95","17,515",2016
"489","Sat, Mar 12, 2016","7:30p","New Orleans Pelicans","92","Milwaukee Bucks","103","16,518",2016
"490","Sat, Mar 12, 2016","8:30p","Oklahoma City Thunder","85","San Antonio Spurs","93","18,418",2016
"491","Sat, Mar 12, 2016","9:30p","Washington Wizards","100","Denver Nuggets","116","13,213",2016
"492","Sat, Mar 12, 2016","10:30p","Phoenix Suns","116","Golden State Warriors","123","19,596",2016
"493","Sat, Mar 12, 2016","10:30p","Orlando Magic","84","Portland Trail Blazers","121","19,452",2016
"494","Sun, Mar 13, 2016","3:30p","Cleveland Cavaliers","114","Los Angeles Clippers","90","19,342",2016
"495","Sun, Mar 13, 2016","6:00p","Indiana Pacers","75","Atlanta Hawks","104","17,066",2016
"496","Sun, Mar 13, 2016","6:00p","Utah Jazz","108","Sacramento Kings","99","17,023",2016
"497","Sun, Mar 13, 2016","8:00p","Milwaukee Bucks","109","Brooklyn Nets","100","15,241",2016
"498","Sun, Mar 13, 2016","9:30p","New York Knicks","90","Los Angeles Lakers","87","18,997",2016
"499","Mon, Mar 14, 2016","7:00p","Dallas Mavericks","107","Charlotte Hornets","96","15,686",2016
"500","Mon, Mar 14, 2016","7:30p","Denver Nuggets","119","Miami Heat","124","19,744",2016
"501","Mon, Mar 14, 2016","7:30p","Chicago Bulls","109","Toronto Raptors","107","19,800",2016
"502","Mon, Mar 14, 2016","8:00p","Memphis Grizzlies","81","Houston Rockets","130","18,226",2016
"503","Mon, Mar 14, 2016","8:00p","Portland Trail Blazers","94","Oklahoma City Thunder","128","18,203",2016
"504","Mon, Mar 14, 2016","8:00p","Detroit Pistons","81","Washington Wizards","124","18,042",2016
"505","Mon, Mar 14, 2016","10:00p","Minnesota Timberwolves","104","Phoenix Suns","107","17,480",2016
"506","Mon, Mar 14, 2016","10:30p","New Orleans Pelicans","107","Golden State Warriors","125","19,596",2016
"507","Mon, Mar 14, 2016","10:30p","Cleveland Cavaliers","85","Utah Jazz","94","19,911",2016
"508","Tue, Mar 15, 2016","7:00p","Boston Celtics","98","Indiana Pacers","103","17,118",2016
"509","Tue, Mar 15, 2016","7:00p","Denver Nuggets","110","Orlando Magic","116","16,988",2016
"510","Tue, Mar 15, 2016","7:30p","Philadelphia 76ers","114","Brooklyn Nets","131","14,560",2016
"511","Tue, Mar 15, 2016","8:00p","Toronto Raptors","107","Milwaukee Bucks","89","13,522",2016
"512","Tue, Mar 15, 2016","8:30p","Los Angeles Clippers","87","San Antonio Spurs","108","18,418",2016
"513","Tue, Mar 15, 2016","10:30p","Sacramento Kings","106","Los Angeles Lakers","98","18,997",2016
"514","Wed, Mar 16, 2016","7:00p","Oklahoma City Thunder","130","Boston Celtics","109","18,624",2016
"515","Wed, Mar 16, 2016","7:00p","Orlando Magic","99","Charlotte Hornets","107","16,148",2016
"516","Wed, Mar 16, 2016","7:00p","Dallas Mavericks","98","Cleveland Cavaliers","99","20,562",2016
"517","Wed, Mar 16, 2016","7:00p","Chicago Bulls","96","Washington Wizards","117","19,556",2016
"518","Wed, Mar 16, 2016","7:30p","Atlanta Hawks","118","Detroit Pistons","114","14,121",2016
"519","Wed, Mar 16, 2016","8:00p","Minnesota Timberwolves","114","Memphis Grizzlies","108","16,588",2016
"520","Wed, Mar 16, 2016","9:30p","Los Angeles Clippers","122","Houston Rockets","106","18,304",2016
"521","Wed, Mar 16, 2016","10:00p","New Orleans Pelicans","123","Sacramento Kings","108","17,086",2016
"522","Wed, Mar 16, 2016","10:30p","New York Knicks","85","Golden State Warriors","121","19,596",2016
"523","Thu, Mar 17, 2016","7:00p","Toronto Raptors","101","Indiana Pacers","94","15,104",2016
"524","Thu, Mar 17, 2016","7:00p","Washington Wizards","99","Philadelphia 76ers","94","10,521",2016
"525","Thu, Mar 17, 2016","7:30p","Charlotte Hornets","109","Miami Heat","106","19,848",2016
"526","Thu, Mar 17, 2016","8:00p","Denver Nuggets","98","Atlanta Hawks","116","14,383",2016
"527","Thu, Mar 17, 2016","8:00p","Brooklyn Nets","102","Chicago Bulls","118","21,513",2016
"528","Thu, Mar 17, 2016","8:00p","Memphis Grizzlies","86","Milwaukee Bucks","96","11,740",2016
"529","Thu, Mar 17, 2016","8:30p","Portland Trail Blazers","110","San Antonio Spurs","118","18,418",2016
"530","Thu, Mar 17, 2016","9:00p","Phoenix Suns","69","Utah Jazz","103","18,784",2016
"531","Fri, Mar 18, 2016","7:00p","Cleveland Cavaliers","109","Orlando Magic","103","18,046",2016
"532","Fri, Mar 18, 2016","7:00p","Oklahoma City Thunder","111","Philadelphia 76ers","97","20,388",2016
"533","Fri, Mar 18, 2016","7:30p","Sacramento Kings","108","Detroit Pistons","115","15,982",2016
"534","Fri, Mar 18, 2016","7:30p","Boston Celtics","91","Toronto Raptors","105","19,800",2016
"535","Fri, Mar 18, 2016","8:00p","Minnesota Timberwolves","111","Houston Rockets","116","18,142",2016
"536","Fri, Mar 18, 2016","8:00p","Portland Trail Blazers","117","New Orleans Pelicans","112","17,263",2016
"537","Fri, Mar 18, 2016","8:30p","Golden State Warriors","130","Dallas Mavericks","112","20,515",2016
"538","Fri, Mar 18, 2016","10:30p","Phoenix Suns","95","Los Angeles Lakers","90","18,997",2016
"539","Sat, Mar 19, 2016","6:00p","Denver Nuggets","101","Charlotte Hornets","93","19,271",2016
"540","Sat, Mar 19, 2016","7:00p","Brooklyn Nets","103","Detroit Pistons","115","17,559",2016
"541","Sat, Mar 19, 2016","7:00p","Oklahoma City Thunder","115","Indiana Pacers","111","18,165",2016
"542","Sat, Mar 19, 2016","7:00p","New York Knicks","89","Washington Wizards","99","20,356",2016
"543","Sat, Mar 19, 2016","7:30p","Houston Rockets","97","Atlanta Hawks","109","18,067",2016
"544","Sat, Mar 19, 2016","7:30p","Cleveland Cavaliers","101","Miami Heat","122","19,737",2016
"545","Sat, Mar 19, 2016","8:00p","Utah Jazz","85","Chicago Bulls","92","21,856",2016
"546","Sat, Mar 19, 2016","8:00p","Los Angeles Clippers","102","Memphis Grizzlies","113","18,119",2016
"547","Sat, Mar 19, 2016","8:30p","Golden State Warriors","79","San Antonio Spurs","87","18,825",2016
"548","Sun, Mar 20, 2016","4:00p","Portland Trail Blazers","120","Dallas Mavericks","132","20,351",2016
"549","Sun, Mar 20, 2016","4:30p","Orlando Magic","100","Toronto Raptors","105","19,800",2016
"550","Sun, Mar 20, 2016","6:00p","Los Angeles Clippers","105","New Orleans Pelicans","109","17,407",2016
"551","Sun, Mar 20, 2016","6:00p","Boston Celtics","120","Philadelphia 76ers","105","15,103",2016
"552","Sun, Mar 20, 2016","7:00p","Utah Jazz","94","Milwaukee Bucks","85","14,124",2016
"553","Sun, Mar 20, 2016","7:30p","Sacramento Kings","88","New York Knicks","80","19,812",2016
"554","Mon, Mar 21, 2016","7:00p","San Antonio Spurs","88","Charlotte Hornets","91","18,260",2016
"555","Mon, Mar 21, 2016","7:00p","Denver Nuggets","91","Cleveland Cavaliers","124","20,562",2016
"556","Mon, Mar 21, 2016","7:00p","Philadelphia 76ers","75","Indiana Pacers","91","16,155",2016
"557","Mon, Mar 21, 2016","7:30p","Orlando Magic","96","Boston Celtics","107","18,624",2016
"558","Mon, Mar 21, 2016","7:30p","Milwaukee Bucks","91","Detroit Pistons","92","13,577",2016
"559","Mon, Mar 21, 2016","8:00p","Washington Wizards","117","Atlanta Hawks","102","15,729",2016
"560","Mon, Mar 21, 2016","8:00p","Sacramento Kings","102","Chicago Bulls","109","21,531",2016
"561","Mon, Mar 21, 2016","8:00p","Golden State Warriors","109","Minnesota Timberwolves","104","19,452",2016
"562","Mon, Mar 21, 2016","10:00p","Memphis Grizzlies","103","Phoenix Suns","97","15,868",2016
"563","Tue, Mar 22, 2016","7:30p","Charlotte Hornets","105","Brooklyn Nets","100","15,739",2016
"564","Tue, Mar 22, 2016","8:00p","Miami Heat","113","New Orleans Pelicans","99","16,867",2016
"565","Tue, Mar 22, 2016","8:00p","Houston Rockets","107","Oklahoma City Thunder","111","18,203",2016
"566","Tue, Mar 22, 2016","10:30p","Memphis Grizzlies","100","Los Angeles Lakers","107","18,997",2016
"567","Wed, Mar 23, 2016","7:00p","Milwaukee Bucks","104","Cleveland Cavaliers","113","20,562",2016
"568","Wed, Mar 23, 2016","7:00p","Atlanta Hawks","122","Washington Wizards","101","18,807",2016
"569","Wed, Mar 23, 2016","7:30p","Toronto Raptors","79","Boston Celtics","91","18,624",2016
"570","Wed, Mar 23, 2016","7:30p","Orlando Magic","102","Detroit Pistons","118","16,609",2016
"571","Wed, Mar 23, 2016","8:00p","New York Knicks","115","Chicago Bulls","107","21,788",2016
"572","Wed, Mar 23, 2016","8:00p","Utah Jazz","89","Houston Rockets","87","18,151",2016
"573","Wed, Mar 23, 2016","8:00p","Sacramento Kings","104","Minnesota Timberwolves","113","12,151",2016
"574","Wed, Mar 23, 2016","8:30p","Miami Heat","88","San Antonio Spurs","112","18,418",2016
"575","Wed, Mar 23, 2016","9:00p","Philadelphia 76ers","103","Denver Nuggets","104","10,684",2016
"576","Wed, Mar 23, 2016","10:00p","Los Angeles Lakers","107","Phoenix Suns","119","18,191",2016
"577","Wed, Mar 23, 2016","10:00p","Dallas Mavericks","103","Portland Trail Blazers","109","19,819",2016
"578","Wed, Mar 23, 2016","10:30p","Los Angeles Clippers","98","Golden State Warriors","114","19,596",2016
"579","Thu, Mar 24, 2016","7:00p","New Orleans Pelicans","84","Indiana Pacers","92","17,517",2016
"580","Thu, Mar 24, 2016","7:30p","Cleveland Cavaliers","95","Brooklyn Nets","104","17,732",2016
"581","Thu, Mar 24, 2016","7:30p","Chicago Bulls","94","New York Knicks","106","19,812",2016
"582","Thu, Mar 24, 2016","8:00p","Utah Jazz","91","Oklahoma City Thunder","113","18,203",2016
"583","Thu, Mar 24, 2016","10:30p","Portland Trail Blazers","94","Los Angeles Clippers","96","19,359",2016
"584","Fri, Mar 25, 2016","7:00p","Minnesota Timberwolves","132","Washington Wizards","129","20,356",2016
"585","Fri, Mar 25, 2016","7:30p","Charlotte Hornets","105","Detroit Pistons","112","17,209",2016
"586","Fri, Mar 25, 2016","8:00p","Milwaukee Bucks","90","Atlanta Hawks","101","17,070",2016
"587","Fri, Mar 25, 2016","8:00p","Toronto Raptors","109","Houston Rockets","112","18,230",2016
"588","Fri, Mar 25, 2016","8:00p","Orlando Magic","97","Miami Heat","108","19,918",2016
"589","Fri, Mar 25, 2016","8:30p","Memphis Grizzlies","104","San Antonio Spurs","110","18,418",2016
"590","Fri, Mar 25, 2016","10:00p","Phoenix Suns","94","Sacramento Kings","116","17,317",2016
"591","Fri, Mar 25, 2016","10:30p","Dallas Mavericks","120","Golden State Warriors","128","19,596",2016
"592","Fri, Mar 25, 2016","10:30p","Denver Nuggets","116","Los Angeles Lakers","105","18,997",2016
"593","Sat, Mar 26, 2016","6:00p","Indiana Pacers","110","Brooklyn Nets","120","16,625",2016
"594","Sat, Mar 26, 2016","7:00p","Toronto Raptors","115","New Orleans Pelicans","91","17,009",2016
"595","Sat, Mar 26, 2016","7:00p","Chicago Bulls","89","Orlando Magic","111","18,846",2016
"596","Sat, Mar 26, 2016","7:30p","Atlanta Hawks","112","Detroit Pistons","95","17,857",2016
"597","Sat, Mar 26, 2016","7:30p","Cleveland Cavaliers","107","New York Knicks","93","19,812",2016
"598","Sat, Mar 26, 2016","8:00p","Utah Jazz","93","Minnesota Timberwolves","84","14,694",2016
"599","Sat, Mar 26, 2016","8:00p","San Antonio Spurs","92","Oklahoma City Thunder","111","18,203",2016
"600","Sat, Mar 26, 2016","8:30p","Charlotte Hornets","115","Milwaukee Bucks","91","15,544",2016
"601","Sat, Mar 26, 2016","10:00p","Boston Celtics","102","Phoenix Suns","99","18,055",2016
"602","Sat, Mar 26, 2016","10:00p","Philadelphia 76ers","105","Portland Trail Blazers","108","19,506",2016
"603","Sun, Mar 27, 2016","3:30p","Denver Nuggets","90","Los Angeles Clippers","105","19,060",2016
"604","Sun, Mar 27, 2016","6:00p","Houston Rockets","101","Indiana Pacers","104","17,165",2016
"605","Sun, Mar 27, 2016","6:00p","Dallas Mavericks","111","Sacramento Kings","133","17,147",2016
"606","Sun, Mar 27, 2016","8:00p","Philadelphia 76ers","105","Golden State Warriors","117","19,596",2016
"607","Sun, Mar 27, 2016","9:30p","Washington Wizards","101","Los Angeles Lakers","88","18,997",2016
"608","Mon, Mar 28, 2016","7:30p","Brooklyn Nets","99","Miami Heat","110","20,003",2016
"609","Mon, Mar 28, 2016","7:30p","Oklahoma City Thunder","119","Toronto Raptors","100","19,800",2016
"610","Mon, Mar 28, 2016","8:00p","Atlanta Hawks","102","Chicago Bulls","100","21,761",2016
"611","Mon, Mar 28, 2016","8:00p","San Antonio Spurs","101","Memphis Grizzlies","87","17,133",2016
"612","Mon, Mar 28, 2016","8:00p","Phoenix Suns","116","Minnesota Timberwolves","121","11,141",2016
"613","Mon, Mar 28, 2016","8:00p","New York Knicks","91","New Orleans Pelicans","99","17,000",2016
"614","Mon, Mar 28, 2016","9:00p","Dallas Mavericks","97","Denver Nuggets","88","14,844",2016
"615","Mon, Mar 28, 2016","9:00p","Los Angeles Lakers","75","Utah Jazz","123","19,911",2016
"616","Mon, Mar 28, 2016","10:00p","Sacramento Kings","93","Portland Trail Blazers","105","19,393",2016
"617","Mon, Mar 28, 2016","10:30p","Boston Celtics","90","Los Angeles Clippers","114","19,258",2016
"618","Tue, Mar 29, 2016","7:00p","Chicago Bulls","98","Indiana Pacers","96","17,050",2016
"619","Tue, Mar 29, 2016","7:00p","Brooklyn Nets","105","Orlando Magic","139","17,536",2016
"620","Tue, Mar 29, 2016","7:00p","Charlotte Hornets","100","Philadelphia 76ers","85","14,486",2016
"621","Tue, Mar 29, 2016","7:30p","Oklahoma City Thunder","82","Detroit Pistons","88","18,201",2016
"622","Tue, Mar 29, 2016","8:00p","Houston Rockets","106","Cleveland Cavaliers","100","20,562",2016
"623","Tue, Mar 29, 2016","10:30p","Washington Wizards","94","Golden State Warriors","102","19,596",2016
"624","Wed, Mar 30, 2016","7:30p","Atlanta Hawks","97","Toronto Raptors","105","19,800",2016
"625","Wed, Mar 30, 2016","8:00p","Denver Nuggets","109","Memphis Grizzlies","105","16,401",2016
"626","Wed, Mar 30, 2016","8:00p","Phoenix Suns","94","Milwaukee Bucks","105","15,733",2016
"627","Wed, Mar 30, 2016","8:00p","Los Angeles Clippers","99","Minnesota Timberwolves","79","12,252",2016
"628","Wed, Mar 30, 2016","8:30p","New York Knicks","89","Dallas Mavericks","91","20,435",2016
"629","Wed, Mar 30, 2016","8:30p","New Orleans Pelicans","92","San Antonio Spurs","100","18,418",2016
"630","Wed, Mar 30, 2016","9:00p","Golden State Warriors","103","Utah Jazz","96","19,911",2016
"631","Wed, Mar 30, 2016","10:00p","Washington Wizards","111","Sacramento Kings","120","17,185",2016
"632","Wed, Mar 30, 2016","10:30p","Miami Heat","100","Los Angeles Lakers","102","18,997",2016
"633","Thu, Mar 31, 2016","7:00p","Brooklyn Nets","87","Cleveland Cavaliers","107","20,562",2016
"634","Thu, Mar 31, 2016","7:00p","Chicago Bulls","103","Houston Rockets","100","18,244",2016
"635","Thu, Mar 31, 2016","7:00p","Orlando Magic","114","Indiana Pacers","94","17,234",2016
"636","Thu, Mar 31, 2016","8:00p","Denver Nuggets","95","New Orleans Pelicans","101","16,269",2016
"637","Thu, Mar 31, 2016","9:30p","Los Angeles Clippers","117","Oklahoma City Thunder","119","18,203",2016
"638","Thu, Mar 31, 2016","10:00p","Boston Celtics","109","Portland Trail Blazers","116","19,393",2016
"639","Fri, Apr 1, 2016","7:00p","Philadelphia 76ers","91","Charlotte Hornets","100","19,244",2016
"640","Fri, Apr 1, 2016","7:30p","Dallas Mavericks","98","Detroit Pistons","89","19,031",2016
"641","Fri, Apr 1, 2016","7:30p","Brooklyn Nets","91","New York Knicks","105","19,812",2016
"642","Fri, Apr 1, 2016","8:00p","Cleveland Cavaliers","110","Atlanta Hawks","108","19,427",2016
"643","Fri, Apr 1, 2016","8:00p","Toronto Raptors","99","Memphis Grizzlies","95","17,077",2016
"644","Fri, Apr 1, 2016","8:00p","Orlando Magic","110","Milwaukee Bucks","113","16,268",2016
"645","Fri, Apr 1, 2016","9:00p","Minnesota Timberwolves","85","Utah Jazz","98","19,911",2016
"646","Fri, Apr 1, 2016","10:00p","Miami Heat","112","Sacramento Kings","106","17,317",2016
"647","Fri, Apr 1, 2016","10:30p","Boston Celtics","109","Golden State Warriors","106","19,596",2016
"648","Fri, Apr 1, 2016","10:30p","Washington Wizards","106","Phoenix Suns","99","17,345",2016
"649","Sat, Apr 2, 2016","7:30p","Indiana Pacers","115","Philadelphia 76ers","102","19,213",2016
"650","Sat, Apr 2, 2016","8:00p","Detroit Pistons","94","Chicago Bulls","90","22,197",2016
"651","Sat, Apr 2, 2016","8:30p","Toronto Raptors","95","San Antonio Spurs","102","18,418",2016
"652","Sat, Apr 2, 2016","9:00p","Sacramento Kings","115","Denver Nuggets","106","15,607",2016
"653","Sat, Apr 2, 2016","10:00p","Miami Heat","93","Portland Trail Blazers","110","19,633",2016
"654","Sun, Apr 3, 2016","1:00p","New Orleans Pelicans","106","Brooklyn Nets","87","16,329",2016
"655","Sun, Apr 3, 2016","3:30p","Charlotte Hornets","103","Cleveland Cavaliers","112","20,562",2016
"656","Sun, Apr 3, 2016","3:30p","Oklahoma City Thunder","110","Houston Rockets","118","18,462",2016
"657","Sun, Apr 3, 2016","3:30p","Washington Wizards","109","Los Angeles Clippers","114","19,060",2016
"658","Sun, Apr 3, 2016","3:30p","Dallas Mavericks","88","Minnesota Timberwolves","78","16,117",2016
"659","Sun, Apr 3, 2016","6:00p","Memphis Grizzlies","107","Orlando Magic","119","17,741",2016
"660","Sun, Apr 3, 2016","6:00p","Utah Jazz","101","Phoenix Suns","86","17,279",2016
"661","Sun, Apr 3, 2016","7:00p","Chicago Bulls","102","Milwaukee Bucks","98","15,768",2016
"662","Sun, Apr 3, 2016","7:30p","Indiana Pacers","92","New York Knicks","87","19,812",2016
"663","Sun, Apr 3, 2016","8:00p","Portland Trail Blazers","111","Golden State Warriors","136","19,596",2016
"664","Sun, Apr 3, 2016","9:30p","Boston Celtics","107","Los Angeles Lakers","100","18,997",2016
"665","Tue, Apr 5, 2016","7:00p","New Orleans Pelicans","93","Philadelphia 76ers","107","10,978",2016
"666","Tue, Apr 5, 2016","7:30p","Charlotte Hornets","90","Toronto Raptors","96","19,800",2016
"667","Tue, Apr 5, 2016","8:00p","Phoenix Suns","90","Atlanta Hawks","103","15,176",2016
"668","Tue, Apr 5, 2016","8:00p","Chicago Bulls","92","Memphis Grizzlies","108","17,591",2016
"669","Tue, Apr 5, 2016","8:00p","Detroit Pistons","89","Miami Heat","107","19,621",2016
"670","Tue, Apr 5, 2016","8:00p","Cleveland Cavaliers","109","Milwaukee Bucks","80","15,061",2016
"671","Tue, Apr 5, 2016","9:00p","Oklahoma City Thunder","124","Denver Nuggets","102","12,611",2016
"672","Tue, Apr 5, 2016","9:00p","San Antonio Spurs","88","Utah Jazz","86","19,381",2016
"673","Tue, Apr 5, 2016","10:00p","Portland Trail Blazers","115","Sacramento Kings","107","17,317",2016
"674","Tue, Apr 5, 2016","10:30p","Minnesota Timberwolves","124","Golden State Warriors","117","19,596",2016
"675","Tue, Apr 5, 2016","10:30p","Los Angeles Lakers","81","Los Angeles Clippers","103","19,537",2016
"676","Wed, Apr 6, 2016","7:00p","Cleveland Cavaliers","109","Indiana Pacers","123","18,165",2016
"677","Wed, Apr 6, 2016","7:00p","Detroit Pistons","108","Orlando Magic","104","16,553",2016
"678","Wed, Apr 6, 2016","7:00p","Brooklyn Nets","103","Washington Wizards","121","16,846",2016
"679","Wed, Apr 6, 2016","7:30p","New Orleans Pelicans","97","Boston Celtics","104","18,624",2016
"680","Wed, Apr 6, 2016","7:30p","Charlotte Hornets","111","New York Knicks","97","19,812",2016
"681","Wed, Apr 6, 2016","9:30p","Houston Rockets","86","Dallas Mavericks","88","20,108",2016
"682","Wed, Apr 6, 2016","10:00p","Oklahoma City Thunder","115","Portland Trail Blazers","120","19,393",2016
"683","Wed, Apr 6, 2016","10:30p","Los Angeles Clippers","91","Los Angeles Lakers","81","18,997",2016
"684","Thu, Apr 7, 2016","8:00p","Toronto Raptors","87","Atlanta Hawks","95","17,864",2016
"685","Thu, Apr 7, 2016","8:00p","Phoenix Suns","124","Houston Rockets","115","18,227",2016
"686","Thu, Apr 7, 2016","8:00p","Chicago Bulls","98","Miami Heat","106","19,771",2016
"687","Thu, Apr 7, 2016","10:00p","Minnesota Timberwolves","105","Sacramento Kings","97","17,317",2016
"688","Thu, Apr 7, 2016","10:30p","San Antonio Spurs","101","Golden State Warriors","112","19,596",2016
"689","Fri, Apr 8, 2016","7:00p","Brooklyn Nets","99","Charlotte Hornets","113","18,337",2016
"690","Fri, Apr 8, 2016","7:00p","Miami Heat","109","Orlando Magic","112","18,152",2016
"691","Fri, Apr 8, 2016","7:00p","New York Knicks","109","Philadelphia 76ers","102","16,076",2016
"692","Fri, Apr 8, 2016","7:30p","Milwaukee Bucks","109","Boston Celtics","124","18,624",2016
"693","Fri, Apr 8, 2016","7:30p","Washington Wizards","99","Detroit Pistons","112","18,207",2016
"694","Fri, Apr 8, 2016","7:30p","Indiana Pacers","98","Toronto Raptors","111","19,800",2016
"695","Fri, Apr 8, 2016","8:00p","Los Angeles Lakers","102","New Orleans Pelicans","110","18,607",2016
"696","Fri, Apr 8, 2016","8:30p","Memphis Grizzlies","93","Dallas Mavericks","103","20,211",2016
"697","Fri, Apr 8, 2016","9:00p","San Antonio Spurs","98","Denver Nuggets","102","16,347",2016
"698","Fri, Apr 8, 2016","9:00p","Los Angeles Clippers","102","Utah Jazz","99","19,911",2016
"699","Sat, Apr 9, 2016","7:00p","Phoenix Suns","121","New Orleans Pelicans","100","16,932",2016
"700","Sat, Apr 9, 2016","7:30p","Boston Celtics","107","Atlanta Hawks","118","19,257",2016
"701","Sat, Apr 9, 2016","8:00p","Golden State Warriors","100","Memphis Grizzlies","99","18,119",2016
"702","Sat, Apr 9, 2016","8:30p","Cleveland Cavaliers","102","Chicago Bulls","105","22,186",2016
"703","Sat, Apr 9, 2016","10:30p","Minnesota Timberwolves","106","Portland Trail Blazers","105","19,733",2016
"704","Sat, Apr 9, 2016","10:30p","Oklahoma City Thunder","112","Sacramento Kings","114","17,317",2016
"705","Sun, Apr 10, 2016","12:00p","Charlotte Hornets","98","Washington Wizards","113","19,187",2016
"706","Sun, Apr 10, 2016","3:30p","Los Angeles Lakers","110","Houston Rockets","130","18,442",2016
"707","Sun, Apr 10, 2016","3:30p","Dallas Mavericks","91","Los Angeles Clippers","98","19,170",2016
"708","Sun, Apr 10, 2016","5:00p","Utah Jazz","100","Denver Nuggets","84","16,172",2016
"709","Sun, Apr 10, 2016","5:00p","Milwaukee Bucks","109","Philadelphia 76ers","108","16,267",2016
"710","Sun, Apr 10, 2016","6:00p","Brooklyn Nets","105","Indiana Pacers","129","18,165",2016
"711","Sun, Apr 10, 2016","6:00p","Orlando Magic","96","Miami Heat","118","19,913",2016
"712","Sun, Apr 10, 2016","7:00p","Golden State Warriors","92","San Antonio Spurs","86","18,658",2016
"713","Sun, Apr 10, 2016","7:30p","Toronto Raptors","93","New York Knicks","89","19,812",2016
"714","Mon, Apr 11, 2016","7:00p","Atlanta Hawks","94","Cleveland Cavaliers","109","20,562",2016
"715","Mon, Apr 11, 2016","7:00p","Milwaukee Bucks","98","Orlando Magic","107","18,374",2016
"716","Mon, Apr 11, 2016","7:30p","Charlotte Hornets","114","Boston Celtics","100","18,624",2016
"717","Mon, Apr 11, 2016","7:30p","Washington Wizards","120","Brooklyn Nets","111","14,653",2016
"718","Mon, Apr 11, 2016","8:00p","Houston Rockets","129","Minnesota Timberwolves","105","14,983",2016
"719","Mon, Apr 11, 2016","8:00p","Chicago Bulls","121","New Orleans Pelicans","116","16,867",2016
"720","Mon, Apr 11, 2016","8:00p","Los Angeles Lakers","79","Oklahoma City Thunder","112","18,203",2016
"721","Mon, Apr 11, 2016","9:00p","Dallas Mavericks","101","Utah Jazz","92","19,911",2016
"722","Mon, Apr 11, 2016","10:00p","Sacramento Kings","105","Phoenix Suns","101","17,288",2016
"723","Tue, Apr 12, 2016","7:00p","New York Knicks","90","Indiana Pacers","102","17,906",2016
"724","Tue, Apr 12, 2016","7:30p","Miami Heat","99","Detroit Pistons","93","18,575",2016
"725","Tue, Apr 12, 2016","7:30p","Philadelphia 76ers","98","Toronto Raptors","122","19,800",2016
"726","Tue, Apr 12, 2016","8:00p","Oklahoma City Thunder","98","San Antonio Spurs","102","18,765",2016
"727","Tue, Apr 12, 2016","10:30p","Memphis Grizzlies","84","Los Angeles Clippers","110","19,147",2016
"728","Wed, Apr 13, 2016","8:00p","Miami Heat","88","Boston Celtics","98","18,624",2016
"729","Wed, Apr 13, 2016","8:00p","Toronto Raptors","103","Brooklyn Nets","96","16,517",2016
"730","Wed, Apr 13, 2016","8:00p","Philadelphia 76ers","105","Chicago Bulls","115","21,777",2016
"731","Wed, Apr 13, 2016","8:00p","Orlando Magic","103","Charlotte Hornets","117","17,372",2016
"732","Wed, Apr 13, 2016","8:00p","Detroit Pistons","112","Cleveland Cavaliers","110","20,562",2016
"733","Wed, Apr 13, 2016","8:00p","San Antonio Spurs","96","Dallas Mavericks","91","20,346",2016
"734","Wed, Apr 13, 2016","8:00p","Sacramento Kings","81","Houston Rockets","116","18,311",2016
"735","Wed, Apr 13, 2016","8:00p","Indiana Pacers","97","Milwaukee Bucks","92","16,569",2016
"736","Wed, Apr 13, 2016","8:00p","New Orleans Pelicans","109","Minnesota Timberwolves","144","14,889",2016
"737","Wed, Apr 13, 2016","8:00p","Atlanta Hawks","98","Washington Wizards","109","17,399",2016
"738","Wed, Apr 13, 2016","10:30p","Memphis Grizzlies","104","Golden State Warriors","125","19,596",2016
"739","Wed, Apr 13, 2016","10:30p","Utah Jazz","96","Los Angeles Lakers","101","18,997",2016
"740","Wed, Apr 13, 2016","10:30p","Los Angeles Clippers","105","Phoenix Suns","114","18,055",2016
"741","Wed, Apr 13, 2016","10:30p","Denver Nuggets","99","Portland Trail Blazers","107","19,571",2016
"742","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs",2016
"743","Sat, Apr 16, 2016","12:30p","Indiana Pacers","100","Toronto Raptors","90","19,800",2016
"744","Sat, Apr 16, 2016","3:30p","Houston Rockets","78","Golden State Warriors","104","19,596",2016
"745","Sat, Apr 16, 2016","7:00p","Boston Celtics","101","Atlanta Hawks","102","18,980",2016
"746","Sat, Apr 16, 2016","9:30p","Dallas Mavericks","70","Oklahoma City Thunder","108","18,203",2016
"747","Sun, Apr 17, 2016","3:00p","Detroit Pistons","101","Cleveland Cavaliers","106","20,562",2016
"748","Sun, Apr 17, 2016","5:30p","Charlotte Hornets","91","Miami Heat","123","19,600",2016
"749","Sun, Apr 17, 2016","8:00p","Memphis Grizzlies","74","San Antonio Spurs","106","18,418",2016
"750","Sun, Apr 17, 2016","10:30p","Portland Trail Blazers","95","Los Angeles Clippers","115","19,122",2016
"751","Mon, Apr 18, 2016","7:00p","Indiana Pacers","87","Toronto Raptors","98","19,800",2016
"752","Mon, Apr 18, 2016","8:00p","Dallas Mavericks","85","Oklahoma City Thunder","84","18,203",2016
"753","Mon, Apr 18, 2016","10:30p","Houston Rockets","106","Golden State Warriors","115","19,596",2016
"754","Tue, Apr 19, 2016","7:00p","Boston Celtics","72","Atlanta Hawks","89","18,972",2016
