"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"5069","Wed, Dec 5, 2018","7:30p","Washington Wizards","131","Atlanta Hawks","117","12,551",2019
"5070","Wed, Dec 5, 2018","7:30p","Oklahoma City Thunder","114","Brooklyn Nets","112","13,161",2019
"5071","Wed, Dec 5, 2018","8:00p","Los Angeles Clippers","86","Memphis Grizzlies","96","14,144",2019
"5072","Wed, Dec 5, 2018","8:00p","Detroit Pistons","92","Milwaukee Bucks","115","16,541",2019
"5073","Wed, Dec 5, 2018","8:00p","Charlotte Hornets","104","Minnesota Timberwolves","121","11,248",2019
"5074","Wed, Dec 5, 2018","8:00p","Dallas Mavericks","106","New Orleans Pelicans","132","14,810",2019
"5075","Wed, Dec 5, 2018","8:00p","Philadelphia 76ers","102","Toronto Raptors","113","19,800",2019
"5076","Wed, Dec 5, 2018","10:30p","San Antonio Spurs","113","Los Angeles Lakers","121","18,997",2019
"5077","Thu, Dec 6, 2018","8:00p","New York Knicks","100","Boston Celtics","128","18,624",2019
"5078","Thu, Dec 6, 2018","10:00p","Phoenix Suns","86","Portland Trail Blazers","108","19,001",2019
"5079","Thu, Dec 6, 2018","10:30p","Houston Rockets","91","Utah Jazz","118","18,306",2019
"5080","Fri, Dec 7, 2018","7:00p","Denver Nuggets","107","Charlotte Hornets","113","13,755",2019
"5081","Fri, Dec 7, 2018","7:00p","Philadelphia 76ers","117","Detroit Pistons","111","15,680",2019
"5082","Fri, Dec 7, 2018","7:00p","Indiana Pacers","112","Orlando Magic","90","17,214",2019
"5083","Fri, Dec 7, 2018","7:30p","Toronto Raptors","105","Brooklyn Nets","106","14,035",2019
"5084","Fri, Dec 7, 2018","7:30p","Sacramento Kings","129","Cleveland Cavaliers","110","19,432",2019
"5085","Fri, Dec 7, 2018","8:00p","Oklahoma City Thunder","112","Chicago Bulls","114","19,842",2019
"5086","Fri, Dec 7, 2018","8:00p","Memphis Grizzlies","107","New Orleans Pelicans","103","18,447",2019
"5087","Fri, Dec 7, 2018","8:30p","Los Angeles Lakers","120","San Antonio Spurs","133","18,354",2019
"5088","Fri, Dec 7, 2018","9:00p","Miami Heat","115","Phoenix Suns","98","14,273",2019
"5089","Fri, Dec 7, 2018","9:30p","Golden State Warriors","105","Milwaukee Bucks","95","17,852",2019
"5090","Sat, Dec 8, 2018","6:00p","Houston Rockets","104","Dallas Mavericks","107","20,254",2019
"5091","Sat, Dec 8, 2018","7:00p","Sacramento Kings","97","Indiana Pacers","107","16,867",2019
"5092","Sat, Dec 8, 2018","7:30p","Denver Nuggets","98","Atlanta Hawks","106","14,409",2019
"5093","Sat, Dec 8, 2018","7:30p","Washington Wizards","101","Cleveland Cavaliers","116","19,432",2019
"5094","Sat, Dec 8, 2018","7:30p","Brooklyn Nets","112","New York Knicks","104","18,662",2019
"5095","Sat, Dec 8, 2018","8:00p","Boston Celtics","133","Chicago Bulls","77","20,923",2019
"5096","Sat, Dec 8, 2018","8:00p","Los Angeles Lakers","111","Memphis Grizzlies","88","17,794",2019
"5097","Sat, Dec 8, 2018","10:00p","Minnesota Timberwolves","105","Portland Trail Blazers","113","19,359",2019
"5098","Sat, Dec 8, 2018","10:30p","Miami Heat","121","Los Angeles Clippers","98","17,113",2019
"5099","Sun, Dec 9, 2018","3:30p","New Orleans Pelicans","116","Detroit Pistons","108","14,705",2019
"5100","Sun, Dec 9, 2018","6:00p","Milwaukee Bucks","104","Toronto Raptors","99","19,800",2019
"5101","Sun, Dec 9, 2018","7:00p","Utah Jazz","97","San Antonio Spurs","110","17,834",2019
"5102","Sun, Dec 9, 2018","7:30p","Charlotte Hornets","119","New York Knicks","107","18,602",2019
"5103","Mon, Dec 10, 2018","7:00p","Washington Wizards","101","Indiana Pacers","109","14,645",2019
"5104","Mon, Dec 10, 2018","7:00p","Detroit Pistons","102","Philadelphia 76ers","116","20,199",2019
"5105","Mon, Dec 10, 2018","7:30p","New Orleans Pelicans","100","Boston Celtics","113","18,624",2019
"5106","Mon, Dec 10, 2018","8:00p","Sacramento Kings","108","Chicago Bulls","89","18,164",2019
"5107","Mon, Dec 10, 2018","8:00p","Cleveland Cavaliers","92","Milwaukee Bucks","108","17,155",2019
"5108","Mon, Dec 10, 2018","8:00p","Utah Jazz","113","Oklahoma City Thunder","122","18,203",2019
"5109","Mon, Dec 10, 2018","8:30p","Orlando Magic","76","Dallas Mavericks","101","19,334",2019
"5110","Mon, Dec 10, 2018","9:00p","Memphis Grizzlies","99","Denver Nuggets","105","15,278",2019
"5111","Mon, Dec 10, 2018","9:00p","Los Angeles Clippers","123","Phoenix Suns","119","12,088",2019
"5112","Mon, Dec 10, 2018","10:30p","Minnesota Timberwolves","108","Golden State Warriors","116","19,596",2019
"5113","Mon, Dec 10, 2018","10:30p","Miami Heat","105","Los Angeles Lakers","108","18,997",2019
"5114","Tue, Dec 11, 2018","8:00p","Portland Trail Blazers","104","Houston Rockets","111","18,055",2019
"5115","Tue, Dec 11, 2018","8:30p","Phoenix Suns","86","San Antonio Spurs","111","17,676",2019
"5116","Tue, Dec 11, 2018","10:30p","Toronto Raptors","123","Los Angeles Clippers","99","17,812",2019
"5117","Wed, Dec 12, 2018","7:00p","Detroit Pistons","107","Charlotte Hornets","108","13,997",2019
"5118","Wed, Dec 12, 2018","7:00p","New York Knicks","106","Cleveland Cavaliers","113","19,432",2019
"5119","Wed, Dec 12, 2018","7:00p","Milwaukee Bucks","97","Indiana Pacers","113","17,070",2019
"5120","Wed, Dec 12, 2018","7:00p","Brooklyn Nets","127","Philadelphia 76ers","124","20,376",2019
"5121","Wed, Dec 12, 2018","7:00p","Boston Celtics","130","Washington Wizards","125","20,409",2019
"5122","Wed, Dec 12, 2018","8:00p","Portland Trail Blazers","83","Memphis Grizzlies","92","16,282",2019
"5123","Wed, Dec 12, 2018","8:00p","Oklahoma City Thunder","114","New Orleans Pelicans","118","14,450",2019
"5124","Wed, Dec 12, 2018","8:30p","Atlanta Hawks","107","Dallas Mavericks","114","19,643",2019
"5125","Wed, Dec 12, 2018","9:00p","Miami Heat","84","Utah Jazz","111","18,306",2019
"5126","Wed, Dec 12, 2018","10:00p","Minnesota Timberwolves","130","Sacramento Kings","141","15,770",2019
"5127","Wed, Dec 12, 2018","10:30p","Toronto Raptors","113","Golden State Warriors","93","19,596",2019
"5128","Thu, Dec 13, 2018","8:00p","Los Angeles Lakers","111","Houston Rockets","126","18,055",2019
"5129","Thu, Dec 13, 2018","8:30p","Los Angeles Clippers","87","San Antonio Spurs","125","18,354",2019
"5130","Thu, Dec 13, 2018","9:30p","Chicago Bulls","91","Orlando Magic","97","20,201",2019
"5131","Thu, Dec 13, 2018","10:30p","Dallas Mavericks","89","Phoenix Suns","99","13,265",2019
"5132","Fri, Dec 14, 2018","7:00p","Atlanta Hawks","108","Boston Celtics","129","18,624",2019
"5133","Fri, Dec 14, 2018","7:00p","New York Knicks","126","Charlotte Hornets","124","17,622",2019
"5134","Fri, Dec 14, 2018","7:30p","Washington Wizards","118","Brooklyn Nets","125","13,232",2019
"5135","Fri, Dec 14, 2018","7:30p","Milwaukee Bucks","114","Cleveland Cavaliers","102","19,432",2019
"5136","Fri, Dec 14, 2018","7:30p","Indiana Pacers","113","Philadelphia 76ers","101","20,337",2019
"5137","Fri, Dec 14, 2018","8:00p","Miami Heat","100","Memphis Grizzlies","97","16,313",2019
"5138","Fri, Dec 14, 2018","10:00p","Oklahoma City Thunder","98","Denver Nuggets","109","19,520",2019
"5139","Fri, Dec 14, 2018","10:00p","Toronto Raptors","122","Portland Trail Blazers","128","19,458",2019
"5140","Fri, Dec 14, 2018","10:00p","Golden State Warriors","130","Sacramento Kings","125","17,583",2019
"5141","Sat, Dec 15, 2018","5:00p","Utah Jazz","89","Orlando Magic","96","20,011",2019
"5142","Sat, Dec 15, 2018","7:00p","Los Angeles Lakers","128","Charlotte Hornets","100","19,641",2019
"5143","Sat, Dec 15, 2018","7:00p","Boston Celtics","104","Detroit Pistons","113","17,078",2019
"5144","Sat, Dec 15, 2018","8:00p","Houston Rockets","105","Memphis Grizzlies","97","16,777",2019
"5145","Sat, Dec 15, 2018","8:30p","Chicago Bulls","98","San Antonio Spurs","93","18,354",2019
"5146","Sat, Dec 15, 2018","9:00p","Los Angeles Clippers","104","Oklahoma City Thunder","110","18,203",2019
"5147","Sat, Dec 15, 2018","9:00p","Minnesota Timberwolves","99","Phoenix Suns","107","14,244",2019
"5148","Sun, Dec 16, 2018","3:00p","Atlanta Hawks","127","Brooklyn Nets","144","13,955",2019
"5149","Sun, Dec 16, 2018","3:30p","Philadelphia 76ers","128","Cleveland Cavaliers","105","19,432",2019
"5150","Sun, Dec 16, 2018","5:00p","New York Knicks","99","Indiana Pacers","110","16,646",2019
"5151","Sun, Dec 16, 2018","6:00p","Los Angeles Lakers","110","Washington Wizards","128","20,409",2019
"5152","Sun, Dec 16, 2018","7:00p","Sacramento Kings","120","Dallas Mavericks","113","19,935",2019
"5153","Sun, Dec 16, 2018","7:00p","Miami Heat","102","New Orleans Pelicans","96","15,535",2019
"5154","Sun, Dec 16, 2018","8:00p","Toronto Raptors","86","Denver Nuggets","95","19,520",2019
"5155","Mon, Dec 17, 2018","7:00p","Milwaukee Bucks","107","Detroit Pistons","104","15,051",2019
"5156","Mon, Dec 17, 2018","7:30p","Phoenix Suns","128","New York Knicks","110","18,437",2019
"5157","Mon, Dec 17, 2018","8:00p","Utah Jazz","97","Houston Rockets","102","18,055",2019
"5158","Mon, Dec 17, 2018","8:00p","Sacramento Kings","105","Minnesota Timberwolves","132","12,417",2019
"5159","Mon, Dec 17, 2018","8:00p","Chicago Bulls","96","Oklahoma City Thunder","121","18,203",2019
"5160","Mon, Dec 17, 2018","8:30p","Philadelphia 76ers","96","San Antonio Spurs","123","17,486",2019
"5161","Mon, Dec 17, 2018","10:30p","Memphis Grizzlies","93","Golden State Warriors","110","19,596",2019
"5162","Mon, Dec 17, 2018","10:30p","Portland Trail Blazers","131","Los Angeles Clippers","127","16,030",2019
"5163","Tue, Dec 18, 2018","7:00p","Cleveland Cavaliers","92","Indiana Pacers","91","15,630",2019
"5164","Tue, Dec 18, 2018","7:30p","Washington Wizards","110","Atlanta Hawks","118","16,489",2019
"5165","Tue, Dec 18, 2018","7:30p","Los Angeles Lakers","110","Brooklyn Nets","115","17,732",2019
"5166","Tue, Dec 18, 2018","9:00p","Dallas Mavericks","118","Denver Nuggets","126","15,764",2019
"5167","Wed, Dec 19, 2018","7:00p","Cleveland Cavaliers","99","Charlotte Hornets","110","15,179",2019
"5168","Wed, Dec 19, 2018","7:00p","San Antonio Spurs","129","Orlando Magic","90","17,138",2019
"5169","Wed, Dec 19, 2018","7:00p","New York Knicks","109","Philadelphia 76ers","131","20,424",2019
"5170","Wed, Dec 19, 2018","7:30p","Phoenix Suns","111","Boston Celtics","103","18,624",2019
"5171","Wed, Dec 19, 2018","7:30p","Indiana Pacers","96","Toronto Raptors","99","19,800",2019
"5172","Wed, Dec 19, 2018","8:00p","Brooklyn Nets","96","Chicago Bulls","93","18,065",2019
"5173","Wed, Dec 19, 2018","8:00p","Washington Wizards","118","Houston Rockets","136","18,055",2019
"5174","Wed, Dec 19, 2018","8:00p","New Orleans Pelicans","115","Milwaukee Bucks","123","17,341",2019
"5175","Wed, Dec 19, 2018","8:00p","Detroit Pistons","129","Minnesota Timberwolves","123","15,883",2019
"5176","Wed, Dec 19, 2018","9:00p","Golden State Warriors","103","Utah Jazz","108","18,306",2019
"5177","Wed, Dec 19, 2018","10:00p","Memphis Grizzlies","92","Portland Trail Blazers","99","19,412",2019
"5178","Wed, Dec 19, 2018","10:00p","Oklahoma City Thunder","132","Sacramento Kings","113","17,583",2019
"5179","Thu, Dec 20, 2018","8:00p","Houston Rockets","99","Miami Heat","101","19,600",2019
"5180","Thu, Dec 20, 2018","10:30p","Dallas Mavericks","121","Los Angeles Clippers","125","17,528",2019
"5181","Fri, Dec 21, 2018","7:00p","Detroit Pistons","86","Charlotte Hornets","98","15,812",2019
"5182","Fri, Dec 21, 2018","7:00p","Cleveland Cavaliers","110","Toronto Raptors","126","19,800",2019
"5183","Fri, Dec 21, 2018","7:30p","Indiana Pacers","114","Brooklyn Nets","106","13,302",2019
"5184","Fri, Dec 21, 2018","7:30p","Atlanta Hawks","114","New York Knicks","107","19,080",2019
"5185","Fri, Dec 21, 2018","8:00p","Milwaukee Bucks","120","Boston Celtics","107","18,624",2019
"5186","Fri, Dec 21, 2018","8:00p","Orlando Magic","80","Chicago Bulls","90","20,436",2019
"5187","Fri, Dec 21, 2018","8:30p","Minnesota Timberwolves","98","San Antonio Spurs","124","17,708",2019
"5188","Fri, Dec 21, 2018","10:00p","Utah Jazz","120","Portland Trail Blazers","90","19,127",2019
"5189","Fri, Dec 21, 2018","10:00p","Memphis Grizzlies","99","Sacramento Kings","102","16,369",2019
"5190","Fri, Dec 21, 2018","10:30p","New Orleans Pelicans","104","Los Angeles Lakers","112","18,997",2019
"5191","Sat, Dec 22, 2018","5:00p","Denver Nuggets","111","Los Angeles Clippers","132","16,571",2019
"5192","Sat, Dec 22, 2018","7:00p","Phoenix Suns","146","Washington Wizards","149","16,571",2019
"5193","Sat, Dec 22, 2018","7:30p","Toronto Raptors","101","Philadelphia 76ers","126","20,691",2019
"5194","Sat, Dec 22, 2018","8:00p","San Antonio Spurs","101","Houston Rockets","108","18,055",2019
"5195","Sat, Dec 22, 2018","8:00p","Milwaukee Bucks","87","Miami Heat","94","19,600",2019
"5196","Sat, Dec 22, 2018","8:30p","Dallas Mavericks","116","Golden State Warriors","120","19,596",2019
"5197","Sat, Dec 22, 2018","9:00p","Oklahoma City Thunder","107","Utah Jazz","106","18,306",2019
"5198","Sun, Dec 23, 2018","4:00p","Atlanta Hawks","98","Detroit Pistons","95","16,532",2019
"5199","Sun, Dec 23, 2018","5:00p","Washington Wizards","89","Indiana Pacers","105","17,923",2019
"5200","Sun, Dec 23, 2018","6:00p","Charlotte Hornets","103","Boston Celtics","119","18,624",2019
"5201","Sun, Dec 23, 2018","6:00p","Phoenix Suns","103","Brooklyn Nets","111","15,310",2019
"5202","Sun, Dec 23, 2018","6:00p","Chicago Bulls","112","Cleveland Cavaliers","92","19,432",2019
"5203","Sun, Dec 23, 2018","6:00p","Miami Heat","115","Orlando Magic","91","18,846",2019
"5204","Sun, Dec 23, 2018","6:00p","New Orleans Pelicans","117","Sacramento Kings","122","16,643",2019
"5205","Sun, Dec 23, 2018","8:00p","Minnesota Timberwolves","114","Oklahoma City Thunder","112","18,203",2019
"5206","Sun, Dec 23, 2018","8:30p","Los Angeles Clippers","127","Golden State Warriors","129","19,596",2019
"5207","Sun, Dec 23, 2018","9:00p","Dallas Mavericks","118","Portland Trail Blazers","121","19,707",2019
"5208","Sun, Dec 23, 2018","9:30p","Memphis Grizzlies","107","Los Angeles Lakers","99","18,997",2019
"5209","Tue, Dec 25, 2018","12:00p","Milwaukee Bucks","109","New York Knicks","95","19,812",2019
"5210","Tue, Dec 25, 2018","3:00p","Oklahoma City Thunder","109","Houston Rockets","113","18,055",2019
"5211","Tue, Dec 25, 2018","5:30p","Philadelphia 76ers","114","Boston Celtics","121","18,624",2019
"5212","Tue, Dec 25, 2018","8:00p","Los Angeles Lakers","127","Golden State Warriors","101","19,596",2019
"5213","Tue, Dec 25, 2018","10:30p","Portland Trail Blazers","96","Utah Jazz","117","18,306",2019
"5214","Wed, Dec 26, 2018","7:00p","Washington Wizards","95","Detroit Pistons","106","17,534",2019
"5215","Wed, Dec 26, 2018","7:00p","Phoenix Suns","122","Orlando Magic","120","16,755",2019
"5216","Wed, Dec 26, 2018","7:30p","Indiana Pacers","129","Atlanta Hawks","121","15,026",2019
"5217","Wed, Dec 26, 2018","7:30p","Charlotte Hornets","132","Brooklyn Nets","134","14,309",2019
"5218","Wed, Dec 26, 2018","7:30p","Toronto Raptors","106","Miami Heat","104","19,902",2019
"5219","Wed, Dec 26, 2018","8:00p","Minnesota Timberwolves","119","Chicago Bulls","94","21,852",2019
"5220","Wed, Dec 26, 2018","8:00p","Cleveland Cavaliers","87","Memphis Grizzlies","95","16,424",2019
"5221","Wed, Dec 26, 2018","8:30p","New Orleans Pelicans","119","Dallas Mavericks","122","20,340",2019
"5222","Wed, Dec 26, 2018","8:30p","Denver Nuggets","103","San Antonio Spurs","111","18,408",2019
"5223","Wed, Dec 26, 2018","10:30p","Sacramento Kings","118","Los Angeles Clippers","127","19,068",2019
"5224","Thu, Dec 27, 2018","8:00p","Boston Celtics","113","Houston Rockets","127","18,055",2019
"5225","Thu, Dec 27, 2018","8:00p","New York Knicks","96","Milwaukee Bucks","112","18,058",2019
"5226","Thu, Dec 27, 2018","10:00p","Los Angeles Lakers","116","Sacramento Kings","117","17,583",2019
"5227","Thu, Dec 27, 2018","10:30p","Portland Trail Blazers","110","Golden State Warriors","109","19,596",2019
"5228","Thu, Dec 27, 2018","10:30p","Philadelphia 76ers","114","Utah Jazz","97","18,306",2019
"5229","Fri, Dec 28, 2018","7:00p","Brooklyn Nets","87","Charlotte Hornets","100","19,411",2019
"5230","Fri, Dec 28, 2018","7:00p","Detroit Pistons","88","Indiana Pacers","125","17,923",2019
"5231","Fri, Dec 28, 2018","7:00p","Toronto Raptors","87","Orlando Magic","116","18,846",2019
"5232","Fri, Dec 28, 2018","7:00p","Chicago Bulls","101","Washington Wizards","92","20,409",2019
"5233","Fri, Dec 28, 2018","8:00p","Cleveland Cavaliers","94","Miami Heat","118","19,617",2019
"5234","Fri, Dec 28, 2018","8:00p","Atlanta Hawks","123","Minnesota Timberwolves","120","18,978",2019
"5235","Fri, Dec 28, 2018","8:00p","Dallas Mavericks","112","New Orleans Pelicans","114","18,364",2019
"5236","Fri, Dec 28, 2018","9:00p","San Antonio Spurs","99","Denver Nuggets","102","20,076",2019
"5237","Fri, Dec 28, 2018","9:00p","Oklahoma City Thunder","118","Phoenix Suns","102","18,055",2019
"5238","Fri, Dec 28, 2018","10:30p","Los Angeles Clippers","118","Los Angeles Lakers","107","18,997",2019
"5239","Sat, Dec 29, 2018","5:00p","Brooklyn Nets","115","Milwaukee Bucks","129","17,918",2019
"5240","Sat, Dec 29, 2018","7:00p","Houston Rockets","108","New Orleans Pelicans","104","17,555",2019
"5241","Sat, Dec 29, 2018","7:00p","Charlotte Hornets","126","Washington Wizards","130","17,197",2019
"5242","Sat, Dec 29, 2018","7:30p","Cleveland Cavaliers","108","Atlanta Hawks","111","16,460",2019
"5243","Sat, Dec 29, 2018","8:00p","Boston Celtics","112","Memphis Grizzlies","103","17,794",2019
"5244","Sat, Dec 29, 2018","8:00p","New York Knicks","97","Utah Jazz","129","18,306",2019
"5245","Sat, Dec 29, 2018","9:00p","Denver Nuggets","122","Phoenix Suns","118","14,975",2019
"5246","Sat, Dec 29, 2018","10:00p","Golden State Warriors","115","Portland Trail Blazers","105","19,797",2019
"5247","Sat, Dec 29, 2018","10:30p","San Antonio Spurs","122","Los Angeles Clippers","111","19,068",2019
"5248","Sun, Dec 30, 2018","3:30p","Detroit Pistons","107","Orlando Magic","109","17,761",2019
"5249","Sun, Dec 30, 2018","6:00p","Minnesota Timberwolves","113","Miami Heat","104","19,600",2019
"5250","Sun, Dec 30, 2018","6:00p","Chicago Bulls","89","Toronto Raptors","95","19,800",2019
"5251","Sun, Dec 30, 2018","7:00p","Oklahoma City Thunder","103","Dallas Mavericks","105","20,380",2019
"5252","Sun, Dec 30, 2018","9:00p","Philadelphia 76ers","95","Portland Trail Blazers","129","19,393",2019
"5253","Sun, Dec 30, 2018","9:30p","Sacramento Kings","114","Los Angeles Lakers","121","18,997",2019
"5254","Mon, Dec 31, 2018","3:00p","Atlanta Hawks","108","Indiana Pacers","116","17,923",2019
"5255","Mon, Dec 31, 2018","6:00p","Orlando Magic","100","Charlotte Hornets","125","14,694",2019
"5256","Mon, Dec 31, 2018","7:00p","Memphis Grizzlies","101","Houston Rockets","113","18,055",2019
"5257","Mon, Dec 31, 2018","7:00p","Boston Celtics","111","San Antonio Spurs","120","18,354",2019
"5258","Mon, Dec 31, 2018","8:00p","Minnesota Timberwolves","114","New Orleans Pelicans","123","14,904",2019
"5259","Mon, Dec 31, 2018","8:00p","Dallas Mavericks","102","Oklahoma City Thunder","122","18,203",2019
"5260","Mon, Dec 31, 2018","9:00p","Golden State Warriors","132","Phoenix Suns","109","16,906",2019
"5261","Tue, Oct 22, 2019","8:00p","New Orleans Pelicans","122","Toronto Raptors","130","20,787",2020
"5262","Tue, Oct 22, 2019","10:30p","Los Angeles Lakers","102","Los Angeles Clippers","112","19,068",2020
"5263","Wed, Oct 23, 2019","7:00p","Chicago Bulls","125","Charlotte Hornets","126","15,424",2020
"5264","Wed, Oct 23, 2019","7:00p","Detroit Pistons","119","Indiana Pacers","110","17,923",2020
"5265","Wed, Oct 23, 2019","7:00p","Cleveland Cavaliers","85","Orlando Magic","94","18,846",2020
"5266","Wed, Oct 23, 2019","7:30p","Minnesota Timberwolves","127","Brooklyn Nets","126","17,732",2020
"5267","Wed, Oct 23, 2019","7:30p","Memphis Grizzlies","101","Miami Heat","120","19,600",2020
"5268","Wed, Oct 23, 2019","7:30p","Boston Celtics","93","Philadelphia 76ers","107","20,422",2020
"5269","Wed, Oct 23, 2019","8:30p","Washington Wizards","100","Dallas Mavericks","108","19,816",2020
"5270","Wed, Oct 23, 2019","8:30p","New York Knicks","111","San Antonio Spurs","120","18,354",2020
"5271","Wed, Oct 23, 2019","9:00p","Oklahoma City Thunder","95","Utah Jazz","100","18,306",2020
"5272","Wed, Oct 23, 2019","10:00p","Sacramento Kings","95","Phoenix Suns","124","18,055",2020
"5273","Wed, Oct 23, 2019","10:00p","Denver Nuggets","108","Portland Trail Blazers","100","19,991",2020
"5274","Thu, Oct 24, 2019","7:00p","Atlanta Hawks","117","Detroit Pistons","100","20,338",2020
"5275","Thu, Oct 24, 2019","8:00p","Milwaukee Bucks","117","Houston Rockets","111","18,055",2020
"5276","Thu, Oct 24, 2019","10:30p","Los Angeles Clippers","141","Golden State Warriors","122","18,064",2020
"5277","Fri, Oct 25, 2019","7:00p","Toronto Raptors","106","Boston Celtics","112","18,624",2020
"5278","Fri, Oct 25, 2019","7:00p","Minnesota Timberwolves","121","Charlotte Hornets","99","14,879",2020
"5279","Fri, Oct 25, 2019","7:30p","New York Knicks","109","Brooklyn Nets","113","17,732",2020
"5280","Fri, Oct 25, 2019","8:00p","Chicago Bulls","110","Memphis Grizzlies","102","17,794",2020
"5281","Fri, Oct 25, 2019","8:00p","Dallas Mavericks","123","New Orleans Pelicans","116","17,027",2020
"5282","Fri, Oct 25, 2019","8:00p","Washington Wizards","97","Oklahoma City Thunder","85","18,203",2020
"5283","Fri, Oct 25, 2019","9:00p","Phoenix Suns","107","Denver Nuggets","108","19,557",2020
"5284","Fri, Oct 25, 2019","10:00p","Portland Trail Blazers","122","Sacramento Kings","112","17,583",2020
"5285","Fri, Oct 25, 2019","10:30p","Utah Jazz","86","Los Angeles Lakers","95","18,997",2020
"5286","Sat, Oct 26, 2019","5:00p","Miami Heat","131","Milwaukee Bucks","126","17,467",2020
"5287","Sat, Oct 26, 2019","7:00p","Philadelphia 76ers","117","Detroit Pistons","111","16,207",2020
"5288","Sat, Oct 26, 2019","7:30p","Orlando Magic","99","Atlanta Hawks","103","17,078",2020
"5289","Sat, Oct 26, 2019","7:30p","Boston Celtics","118","New York Knicks","95","19,812",2020
"5290","Sat, Oct 26, 2019","8:00p","Toronto Raptors","108","Chicago Bulls","84","21,498",2020
"5291","Sat, Oct 26, 2019","8:00p","Indiana Pacers","99","Cleveland Cavaliers","110","19,432",2020
"5292","Sat, Oct 26, 2019","8:00p","New Orleans Pelicans","123","Houston Rockets","126","18,055",2020
"5293","Sat, Oct 26, 2019","8:30p","Washington Wizards","122","San Antonio Spurs","124","18,354",2020
"5294","Sat, Oct 26, 2019","9:00p","Sacramento Kings","81","Utah Jazz","113","18,306",2020
"5295","Sat, Oct 26, 2019","10:00p","Los Angeles Clippers","122","Phoenix Suns","130","15,802",2020
"5296","Sun, Oct 27, 2019","3:30p","Golden State Warriors","92","Oklahoma City Thunder","120","18,203",2020
"5297","Sun, Oct 27, 2019","6:00p","Brooklyn Nets","133","Memphis Grizzlies","134","15,517",2020
"5298","Sun, Oct 27, 2019","7:00p","Portland Trail Blazers","121","Dallas Mavericks","119","19,707",2020
"5299","Sun, Oct 27, 2019","7:00p","Miami Heat","109","Minnesota Timberwolves","116","17,049",2020
"5300","Sun, Oct 27, 2019","9:30p","Charlotte Hornets","101","Los Angeles Lakers","120","18,997",2020
"5301","Mon, Oct 28, 2019","7:00p","Chicago Bulls","98","New York Knicks","105","19,812",2020
"5302","Mon, Oct 28, 2019","7:00p","Indiana Pacers","94","Detroit Pistons","96","13,565",2020
"5303","Mon, Oct 28, 2019","7:30p","Orlando Magic","95","Toronto Raptors","104","19,800",2020
"5304","Mon, Oct 28, 2019","7:30p","Philadelphia 76ers","105","Atlanta Hawks","103","14,094",2020
"5305","Mon, Oct 28, 2019","8:00p","Oklahoma City Thunder","112","Houston Rockets","116","18,055",2020
"5306","Mon, Oct 28, 2019","8:00p","Cleveland Cavaliers","112","Milwaukee Bucks","129","17,385",2020
"5307","Mon, Oct 28, 2019","8:00p","Golden State Warriors","134","New Orleans Pelicans","123","17,307",2020
"5308","Mon, Oct 28, 2019","8:30p","Portland Trail Blazers","110","San Antonio Spurs","113","18,083",2020
"5309","Mon, Oct 28, 2019","10:00p","Utah Jazz","96","Phoenix Suns","95","14,805",2020
"5310","Mon, Oct 28, 2019","10:00p","Denver Nuggets","101","Sacramento Kings","94","15,870",2020
"5311","Mon, Oct 28, 2019","10:30p","Charlotte Hornets","96","Los Angeles Clippers","111","19,068",2020
"5312","Tue, Oct 29, 2019","7:30p","Atlanta Hawks","97","Miami Heat","112","19,600",2020
"5313","Tue, Oct 29, 2019","9:00p","Dallas Mavericks","109","Denver Nuggets","106","16,605",2020
"5314","Tue, Oct 29, 2019","10:30p","Memphis Grizzlies","91","Los Angeles Lakers","120","18,997",2020
"5315","Wed, Oct 30, 2019","7:00p","Chicago Bulls","111","Cleveland Cavaliers","117","17,595",2020
"5316","Wed, Oct 30, 2019","7:00p","New York Knicks","83","Orlando Magic","95","17,456",2020
"5317","Wed, Oct 30, 2019","7:00p","Minnesota Timberwolves","95","Philadelphia 76ers","117","20,204",2020
"5318","Wed, Oct 30, 2019","7:30p","Milwaukee Bucks","105","Boston Celtics","116","18,624",2020
"5319","Wed, Oct 30, 2019","7:30p","Indiana Pacers","118","Brooklyn Nets","108","17,083",2020
"5320","Wed, Oct 30, 2019","7:30p","Detroit Pistons","113","Toronto Raptors","125","19,800",2020
"5321","Wed, Oct 30, 2019","8:00p","Portland Trail Blazers","102","Oklahoma City Thunder","99","18,203",2020
"5322","Wed, Oct 30, 2019","8:00p","Houston Rockets","159","Washington Wizards","158","20,476",2020
"5323","Wed, Oct 30, 2019","10:00p","Charlotte Hornets","118","Sacramento Kings","111","15,416",2020
"5324","Wed, Oct 30, 2019","10:00p","Los Angeles Clippers","96","Utah Jazz","110","18,306",2020
"5325","Wed, Oct 30, 2019","10:30p","Phoenix Suns","121","Golden State Warriors","110","18,064",2020
"5326","Thu, Oct 31, 2019","7:00p","Miami Heat","106","Atlanta Hawks","97","16,539",2020
"5327","Thu, Oct 31, 2019","9:30p","Denver Nuggets","107","New Orleans Pelicans","122","16,613",2020
"5328","Thu, Oct 31, 2019","10:30p","San Antonio Spurs","97","Los Angeles Clippers","103","19,068",2020
"5329","Fri, Nov 1, 2019","7:00p","Houston Rockets","116","Brooklyn Nets","123","17,732",2020
